,hist,ensmean,ens5th,ens25th,ens75th,ens95th
4/5/2023,NA,NA,NA,NA,NA,NA
5/5/2023,NA,NA,NA,NA,NA,NA
6/5/2023,NA,NA,NA,NA,NA,NA
7/5/2023,NA,NA,NA,NA,NA,NA
8/5/2023,NA,NA,NA,NA,NA,NA
9/5/2023,NA,NA,NA,NA,NA,NA
10/5/2023,NA,NA,NA,NA,NA,NA
11/5/2023,NA,NA,NA,NA,NA,NA
12/5/2023,NA,NA,NA,NA,NA,NA
13/5/2023,NA,NA,NA,NA,NA,NA
14/5/2023,NA,NA,NA,NA,NA,NA
15/5/2023,NA,NA,NA,NA,NA,NA
16/5/2023,0.174569115,NA,NA,NA,NA,NA
17/5/2023,0.322479367,NA,NA,NA,NA,NA
18/5/2023,0.298931032,NA,NA,NA,NA,NA
19/5/2023,NA,NA,NA,NA,NA,NA
20/5/2023,NA,NA,NA,NA,NA,NA
21/5/2023,NA,NA,NA,NA,NA,NA
22/5/2023,NA,NA,NA,NA,NA,NA
23/5/2023,NA,NA,NA,NA,NA,NA
24/5/2023,NA,NA,NA,NA,NA,NA
25/5/2023,NA,NA,NA,NA,NA,NA
26/5/2023,NA,NA,NA,NA,NA,NA
27/5/2023,NA,NA,NA,NA,NA,NA
28/5/2023,NA,NA,NA,NA,NA,NA
29/5/2023,NA,NA,NA,NA,NA,NA
30/5/2023,NA,NA,NA,NA,NA,NA
